Dsfk,Dg2,Dg2g1,Dg2g1s2,Dg1,Dg1s2,Ds2,kS2f,kS2r,kG1f,kG1r,kG2f,kG2r,kG1p,kG1dp,kSa,kSi,kp,kdp,kEGFf,kEGFr,EGF,kdf,kdr
89.32604051798009,138.42426587344937,65.80829371951592,52.72874396203804,60.03895000544538,55.30401938963543,79.727710852829,1.4385889185509475,459.8932129391469,0.0017550466726801487,0.2066728448598481,1.5665473757802244,385.77764576968264,0.07516259211391291,0.3897026601204712,3.1188486099741373,27.05964685234493,13.611771886750585,82.75073592999532,75.73069641232449,0.19100689635097298,0.00167,1.2652559174294038,8.171946487360387
82.55104802295453,130.7190469804706,62.274942087707466,59.77611440773927,61.769803526257846,55.512764459424496,84.5312451990036,1.771919820663208,532.536150274887,0.0013983594144602696,0.1569644182214684,1.3369446132579796,490.62942675953894,20.026455981939904,0.22169957063567647,4.73358478210837,51.835347227276095,20.47787097473728,40.65847055656172,47.48242239894545,0.11911824886658895,0.00167,1.368005695718385,1.7571587751484348
82.47498348517794,130.55577901136996,56.14059422784484,58.39988967016505,70.3465354132877,63.23088307100645,79.6567621994436,1.4181565527126505,548.0094973390328,0.0008252222053381499,0.09778939609481913,1.4637199728359755,462.72276152397376,1.2789930300649406,8.58937557928256,0.4326948289017699,2.00614670757989,17.53359567274899,39.11819563342457,34.40541225754955,0.061918065351494155,0.00167,1.354094689670761,0.19320383411159345
84.13679686584237,131.1980638092913,63.774930505234536,55.86246480762774,69.35628171331633,59.943675613403016,82.75874031290743,1.507244401253379,436.00303367616664,0.0012138069352666538,0.0983731067166768,1.576386434361815,512.3102693644863,0.6034834001889922,1.3069621810456162,44.60543811978502,17.559226975579637,10.221261710054536,25.18292233176062,69.76363211825925,0.1332056332365486,0.00167,1.4029290766602238,5.813735115805325
81.15701031583285,133.24428403881907,64.1800628323343,53.30518884687253,65.18559950799624,57.63492536455725,85.8744300003348,1.702758903720663,529.9981423084508,0.0006850737566693781,0.07406572441998795,1.3233089695818843,580.6702210421815,2.0717200004170935,51.325983806917016,0.12153013751121712,2.3126442530775546,9.580480947715914,6.549454032132672,32.02291045251563,0.08886571742568437,0.00167,1.2500317583047045,0.10332551670518787
91.88539698830348,140.12556633445092,60.9365454619727,52.54398322569727,57.402138171254045,58.99985513137472,84.76692510101991,1.5682382637954944,555.387562742405,0.0006666801543029729,0.1344282652822568,1.7231143514403016,405.97771241711024,0.18846548068844549,6.086185983546116,3.307003083085352,6.474208431324475,18.971794204430545,39.92660231562009,15.789915569974198,0.02121872457113132,0.00167,1.0826371414408094,0.25827188130553314
89.89278755010072,139.99578809988077,66.61794476831254,53.59828761849121,55.48348061554956,49.65330338694722,78.56188538824827,1.735738638551619,466.2520704643393,0.0003984294426102537,0.05856969928530977,1.4867802943946402,485.03571557776127,0.14431047421522475,1.660809600468256,0.5165064989719047,0.05197020345417275,12.360063153976709,37.384341871030635,146.47346232006825,0.5777900164982623,0.00167,1.0673066643376639,0.5425526550039839
87.039431123718,135.2783000213377,56.949671671561035,50.50180124631568,59.97592419806886,53.762368090669455,81.95622928195166,1.519015190738563,456.6761171961008,0.0031125933136489695,0.44773291634788026,1.8106132636846284,478.6830199642051,1.4361599821364308,22.62381503450991,21.727295887508845,40.08392597224976,13.764129304880534,9.222737253806887,40.435473406789455,0.13851421484446774,0.00167,1.2346157069613388,0.5901679425807165
85.70558991173188,131.68841193201084,64.97558500142466,51.39793680328895,67.45415323404553,56.57161498175473,81.64013961361384,1.6792306642601613,491.2816664584209,0.009471356315584123,0.4758177565237212,1.4428545538945452,414.75264177990505,133.29648411325863,5.76014397977459,0.44710365226376036,9.193047486803703,16.333244569725263,79.76150262141192,27.997426350049917,0.038878191280097604,0.00167,1.2185574175670226,0.2186265131190646
84.38135719076767,130.5089747203773,62.71136911537806,56.47764637673742,70.540082751525,53.45203691843335,86.71972673479654,1.456937245402123,432.5825021967754,0.0008518715752257917,0.08255644722842805,1.517645743674149,481.4451693572593,1.7146100120205139,29.064883367352824,0.10207406445062223,5.012427636698554,10.202296761021682,56.33573185819427,103.77345605662876,0.1689819835733382,0.00167,1.1034610245382364,2.973776635718069
