parameters,2.5%,25.0%,50.0%,75.0%,97.5%,mean,param
kG1p,0.03188106356008883,0.3422299911915888,1.2665193312817182,4.800311680621048,54.38527520651886,6.856438688148043,kG1p
kG1dp,0.057033518412958395,0.7926992081628605,3.1179166468335158,12.069666764072908,132.06902180608208,19.406995228141785,kG1dp
kSa,0.013131272023993152,0.17357029685075065,0.7924254367778611,3.1821956331278662,54.51045514069465,6.584633726663655,kSa
kSi,0.07893184798810639,1.135045917621815,4.665684502848428,20.502577556336746,292.79041429932346,44.118698342324365,kSi
